Sl.No.,BO_MFClientID,DOB,InvestType,Paymentmode,FundType,MFNo,MFInvestment,Tenure,TenureInDays,Gender,ADDITIONALPRODUCTSPURCHASED,RFMID,Brokerage_Per_Day,Status
90147,386807,00:00.0,LUMSUM,CHEQUE,ONGOING,1,194164.6167,1,1,F,N,323,194164.6167,Stopped
90148,386808,00:00.0,SIP,CHEQUE,ONGOING,3,1106374.131,180175,60058,F,N,151,18.42176115,Continuing
90149,386809,00:00.0,LUMSUM,CHEQUE,ONGOING,1,121273.2941,252,252,F,N,454,481.2432306,Continuing
90150,386813,00:00.0,SIP,CHEQUE,ONGOING,3,377513.6504,258595,86198,M,N,151,4.37961032,Completed
90151,386814,00:00.0,SIP,CHEQUE,ONGOING,1,984.0101,94637,94637,F,N,121,0.010397731,Completed
90152,386815,00:00.0,SIP,CHEQUE,ONGOING,1,6290.1396,8530,8530,F,N,151,0.737413787,Continuing
90153,386819,00:00.0,SIP,CHEQUE,ONGOING,2,362170.8819,163171,81585,F,N,151,4.439184677,Completed
90154,386825,00:00.0,SIP,CHEQUE,ONGOING,1,222658.0536,1054,1054,M,N,353,211.2505252,Continuing
90155,386826,00:00.0,SIP,CHEQUE,ONGOING,1,34735.751,27696,27696,M,N,151,1.25417934,Continuing
90156,386827,00:00.0,SIP,CHEQUE,ONGOING,1,132145.3416,60455,60455,M,N,151,2.185846358,Continuing
90157,386829,00:00.0,LUMSUM,CHEQUE,ONGOING,14,3300748.091,822901,58778,F,N,152,56.15618244,Continuing
90158,386831,00:00.0,SIP,CHEQUE,ONGOING,8,1971976.695,462346,57793,M,N,152,34.1213762,Continuing
90159,386832,00:00.0,SIP,CHEQUE,ONGOING,4,14484959.12,364898,91224,M,N,153,158.7845208,Completed
90160,386833,00:00.0,SIP,CHEQUE,ONGOING,1,135968.4611,95856,95856,M,Y,111,1.418465835,Completed
90161,386970,00:00.0,SIP,CHEQUE,ONGOING,1,9487.4256,0,0,F,Y,422,inf,Stopped
90162,386974,00:00.0,SIP,CHEQUE,ONGOING,1,789751.5169,93906,93906,F,N,151,8.410021904,Completed
90163,386977,00:00.0,SIP,CHEQUE,ONGOING,3,58131.4889,106117,35372,F,N,151,1.643432345,Continuing
90164,386978,00:00.0,SIP,CHEQUE,NFO,7,320857.5664,305536,43648,M,N,151,7.351025623,Continuing
90165,386979,00:00.0,SIP,CHEQUE,ONGOING,2,12355.2056,14448,7224,M,N,151,1.710299779,Continuing
90166,386984,00:00.0,SIP,CHEQUE,ONGOING,2,181156.9473,143340,71670,M,N,151,2.527653792,Completed
90167,386988,00:00.0,SIP,CHEQUE,ONGOING,3,6448196.146,57798,19266,M,N,154,334.6930419,Continuing
90168,387009,00:00.0,SIP,CHEQUE,ONGOING,2,45561.5553,183875,91937,M,N,151,0.495573657,Completed
90169,387010,00:00.0,SIP,CHEQUE,ONGOING,1,256159.1249,87812,87812,F,N,151,2.9171312,Completed
90170,387082,00:00.0,SIP,CHEQUE,ONGOING,1,48.8982,1704,1704,M,N,221,0.028696127,Continuing
90171,387085,00:00.0,SIP,CHEQUE,ONGOING,1,329742.9108,93878,93878,F,N,151,3.512462034,Completed
90172,387087,00:00.0,SIP,CHEQUE,ONGOING,3,1244.4502,12910,4303,M,N,151,0.289205252,Continuing
90173,387088,00:00.0,SIP,CHEQUE,ONGOING,1,149133.7476,17102,17102,F,N,151,8.720251877,Continuing
90174,387090,00:00.0,SIP,CHEQUE,ONGOING,12,1785830.199,502762,41896,M,N,123,42.62531503,Continuing
90175,387093,00:00.0,SIP,CHEQUE,ONGOING,1,151231.6514,16981,16981,F,N,151,8.905933184,Continuing
90176,387094,00:00.0,SIP,CHEQUE,ONGOING,5,2113284.266,260997,52199,M,N,152,40.48514849,Continuing
90177,387095,00:00.0,SIP,CHEQUE,ONGOING,1,163493.3103,53638,53638,M,N,151,3.048087369,Continuing
90178,387098,00:00.0,SIP,CHEQUE,ONGOING,2,13247.0039,19427,9713,F,N,151,1.363842675,Continuing
90179,387099,00:00.0,SIP,CHEQUE,ONGOING,10,457365.9062,428239,42823,M,N,151,10.68037985,Continuing
90180,387100,00:00.0,LUMSUM,CHEQUE,ONGOING,16,6480298.762,605159,37822,M,N,153,171.3367554,Continuing
90181,387101,00:00.0,SIP,CHEQUE,ONGOING,1,125758.9995,76614,76614,M,N,151,1.641462389,Completed
90182,387104,00:00.0,SIP,CHEQUE,ONGOING,4,1730072.12,242952,60738,M,N,152,28.48417992,Continuing
90183,387105,00:00.0,SIP,CHEQUE,ONGOING,3,670345.347,193806,64602,F,N,151,10.3765417,Continuing
90184,387106,00:00.0,SIP,CHEQUE,ONGOING,1,145771.5474,91461,91461,M,N,151,1.593810995,Completed
90185,387107,00:00.0,LUMSUM,CHEQUE,ONGOING,3,2843.3263,11618,3872,M,N,151,0.734330139,Continuing
90186,387108,00:00.0,SIP,CHEQUE,ONGOING,4,1005785.116,324436,81109,F,N,151,12.40041323,Completed
90187,387112,00:00.0,SIP,CHEQUE,ONGOING,3,343538.6717,190119,63373,F,N,151,5.420899621,Continuing
90188,387113,00:00.0,SIP,CHEQUE,ONGOING,1,39239.6929,68635,68635,M,N,151,0.571715494,Completed
90189,387114,00:00.0,SIP,CHEQUE,ONGOING,1,43.5552,18105,18105,M,N,121,0.0024057,Continuing
90190,387116,00:00.0,SIP,CHEQUE,ONGOING,1,110739.0416,45138,45138,M,N,151,2.453344003,Continuing
90191,387117,00:00.0,SIP,CHEQUE,ONGOING,4,1278430.667,376527,94131,M,N,151,13.58139897,Completed
90192,387122,00:00.0,SIP,CHEQUE,ONGOING,5,729145.0461,139649,27929,F,Y,152,26.10709464,Continuing
90193,387123,00:00.0,SIP,CHEQUE,ONGOING,1,45279.8721,23725,23725,M,N,151,1.908529909,Continuing
90194,387124,00:00.0,SIP,CHEQUE,ONGOING,1,725179.5453,91465,91465,M,N,151,7.928492268,Completed
90195,387125,00:00.0,LUMSUM,CHEQUE,ONGOING,1,157596.6827,38590,38590,F,N,151,4.083873612,Continuing
90196,387128,00:00.0,SIP,CHEQUE,ONGOING,1,163439.5651,88306,88306,M,Y,522,1.850831938,Completed
90197,387129,00:00.0,SIP,CHEQUE,ONGOING,4,299804.8051,65432,16358,F,N,151,18.32771764,Continuing
90198,387255,00:00.0,LUMSUM,CHEQUE,ONGOING,7,2009446.004,464951,66421,F,N,152,30.253173,Completed
90199,387256,00:00.0,SIP,CHEQUE,ONGOING,2,500485.1678,49085,24542,M,N,151,20.39300659,Continuing
90200,387259,00:00.0,SIP,CHEQUE,ONGOING,11,1790800.824,381550,34686,F,Y,345,51.62892301,Continuing
90201,387261,00:00.0,SIP,CHEQUE,ONGOING,2,409995.7131,55606,27803,F,Y,323,14.74645589,Continuing
90202,387264,00:00.0,SIP,CHEQUE,ONGOING,7,2967438.117,654874,93553,M,Y,425,31.71932613,Completed
90203,387270,00:00.0,SIP,CHEQUE,ONGOING,2,794773.1735,203137,101568,M,Y,432,7.825035183,Completed
90204,387275,00:00.0,SIP,CHEQUE,ONGOING,2,1778254.203,188696,94348,M,N,151,18.84782086,Completed
90205,387277,00:00.0,SIP,CHEQUE,ONGOING,2,419491.6148,173608,86804,F,N,151,4.832630003,Completed
90206,387280,00:00.0,SIP,CHEQUE,ONGOING,1,269922.528,75446,75446,F,N,322,3.5776917,Completed
90207,387281,00:00.0,SIP,CHEQUE,ONGOING,1,0.1578,2160,2160,M,N,121,7.31E-05,Continuing
90208,387287,00:00.0,SIP,CHEQUE,ONGOING,1,0.7125,7784,7784,M,N,121,9.15E-05,Continuing
90209,387288,00:00.0,LUMSUM,CHEQUE,NFO,2,233024.1273,2461,1230,F,N,253,189.45051,Continuing
90210,387292,00:00.0,SIP,CHEQUE,ONGOING,1,12298.2101,9925,9925,M,N,151,1.239114368,Continuing
90211,387294,00:00.0,SIP,CHEQUE,ONGOING,1,13574.1166,94187,94187,F,N,141,0.144118791,Completed
90212,387300,00:00.0,SIP,CHEQUE,ONGOING,2,1936117.844,188338,94169,M,N,151,20.56003402,Completed
90213,387301,00:00.0,SIP,CHEQUE,NFO,1,66422.7102,10717,10717,F,N,151,6.197882822,Continuing
90214,387302,00:00.0,SIP,CHEQUE,ONGOING,1,18111.1091,924,924,M,N,351,19.60076742,Continuing
90215,387303,00:00.0,SIP,CHEQUE,ONGOING,2,87873.2491,84709,42354,M,N,151,2.07473318,Continuing
90216,387304,00:00.0,SIP,CHEQUE,ONGOING,1,6153.1791,841,841,M,N,351,7.316503092,Continuing
90217,387305,00:00.0,SIP,CHEQUE,ONGOING,1,768826.172,94000,94000,F,N,151,8.17900183,Completed
90218,387309,00:00.0,LUMSUM,CHEQUE,ONGOING,2,8070.1814,90774,45387,F,N,141,0.177808214,Continuing
90219,387310,00:00.0,SIP,CHEQUE,ONGOING,2,180635.132,88547,44273,F,N,151,4.080029183,Continuing
90220,387399,00:00.0,SIP,CHEQUE,ONGOING,6,25922.3812,83612,13935,M,N,151,1.860235465,Continuing
90221,387400,00:00.0,SIP,CHEQUE,ONGOING,1,156308.4743,91517,91517,M,N,151,1.707972008,Completed
90222,387401,00:00.0,SIP,CHEQUE,ONGOING,2,703412.7439,187794,93897,M,N,221,7.491322874,Completed
90223,387411,00:00.0,SIP,CHEQUE,ONGOING,2,703258.8558,187794,93897,M,N,121,7.489683971,Completed
90224,387413,00:00.0,SIP,CHEQUE,ONGOING,1,356870.6379,98960,98960,F,N,151,3.606210973,Completed
90225,387415,00:00.0,SIP,CHEQUE,ONGOING,1,52814.3639,40567,40567,M,N,151,1.3019046,Continuing
90226,387417,00:00.0,SIP,CHEQUE,ONGOING,3,353913.8772,125537,41845,M,N,151,8.457733951,Continuing
90227,387418,00:00.0,SIP,CHEQUE,ONGOING,2,275340.2581,187769,93884,M,N,151,2.932770846,Completed
90228,387423,00:00.0,SIP,CHEQUE,ONGOING,5,302263.025,61671,12334,M,N,151,24.50648816,Continuing
90229,387431,00:00.0,SIP,CHEQUE,ONGOING,1,3097.7005,1129,1129,M,N,251,2.743755979,Continuing
90230,387432,00:00.0,SIP,CHEQUE,ONGOING,1,54.8585,3094,3094,M,N,121,0.017730608,Continuing
90231,387434,00:00.0,SIP,DD,ONGOING,1,12668.5021,2842,2842,F,N,151,4.45760102,Continuing
90232,387475,00:00.0,SIP,CHEQUE,ONGOING,4,1197897.176,153074,38268,M,N,152,31.30284248,Continuing
90233,387476,00:00.0,SIP,CHEQUE,ONGOING,1,0.116,27839,27839,M,N,121,4.17E-06,Continuing
90234,387477,00:00.0,LUMSUM,CHEQUE,ONGOING,1,312839.9093,93826,93826,F,N,151,3.334256062,Completed
90235,387478,00:00.0,SIP,CHEQUE,ONGOING,1,105347.589,75836,75836,F,N,151,1.389150127,Completed
90236,387479,00:00.0,SIP,CHEQUE,ONGOING,2,5728.7626,165004,82502,M,N,131,0.069437863,Completed
90237,387515,00:00.0,SIP,CHEQUE,ONGOING,2,14.5031,14255,7127,M,N,121,0.002034952,Continuing
90238,387520,00:00.0,SIP,CHEQUE,ONGOING,1,1862.5579,19257,19257,F,N,131,0.096721083,Continuing
90239,387521,00:00.0,SIP,CHEQUE,ONGOING,2,233969.5689,131284,65642,M,Y,423,3.564327243,Completed
90240,387568,00:00.0,SIP,CHEQUE,ONGOING,1,504571.6658,94027,94027,M,N,151,5.366242311,Completed
90241,387575,00:00.0,SIP,CHEQUE,ONGOING,2,899.605,35934,17967,M,N,131,0.05006985,Continuing
90242,387577,00:00.0,SIP,CHEQUE,ONGOING,4,188660.1108,53779,13444,M,N,151,14.03303413,Continuing
90243,387578,00:00.0,SIP,CHEQUE,ONGOING,2,11676.4312,31269,15634,M,N,151,0.746861405,Continuing
90244,387580,00:00.0,SIP,CHEQUE,ONGOING,1,3232.187,245,245,M,N,451,13.1926,Continuing
90245,387583,00:00.0,SIP,CHEQUE,ONGOING,2,1738.4208,18763,9381,F,N,141,0.185312952,Continuing
90246,387588,00:00.0,SIP,CHEQUE,ONGOING,3,281718.0531,50770,16923,M,N,151,16.64705153,Continuing
90247,387589,00:00.0,SIP,CHEQUE,ONGOING,1,29420.7758,9127,9127,F,N,151,3.22348809,Continuing
90248,387591,00:00.0,LUMSUM,CHEQUE,ONGOING,2,590173.8655,4275,2137,F,N,154,276.1693334,Continuing
90249,387602,00:00.0,SIP,CHEQUE,ONGOING,1,13903.9523,94,94,M,N,453,147.9143862,Continuing
90250,387604,00:00.0,SIP,CHEQUE,ONGOING,1,9441.8557,0,0,F,N,555,inf,Stopped
90251,387605,00:00.0,SIP,CHEQUE,ONGOING,1,253975.7993,3490,3490,M,N,152,72.77243533,Continuing
90252,387607,00:00.0,SIP,CHEQUE,ONGOING,1,2729.7344,11559,11559,M,N,151,0.236156623,Continuing
90253,387609,00:00.0,LUMSUM,CHEQUE,ONGOING,4,396349.6248,4770,1192,F,N,254,332.5080745,Continuing
90254,387614,00:00.0,SIP,CHEQUE,ONGOING,7,578929.6493,134943,19277,M,N,522,30.03214449,Continuing
90255,387671,00:00.0,SIP,CHEQUE,ONGOING,1,53978.4014,91126,91126,M,N,151,0.592349071,Completed
90256,387672,00:00.0,SIP,CHEQUE,ONGOING,4,479834.9701,116287,29071,M,N,151,16.50562313,Continuing
90257,387674,00:00.0,SIP,CHEQUE,ONGOING,1,61834.1803,89625,89625,M,N,151,0.689921119,Completed
90258,387675,00:00.0,SIP,CHEQUE,ONGOING,1,6745.7469,91452,91452,F,N,131,0.073762705,Completed
90259,387676,00:00.0,SIP,CHEQUE,ONGOING,1,2354.2626,14155,14155,F,N,141,0.166320212,Continuing
90260,387677,00:00.0,SIP,CHEQUE,ONGOING,5,2548053.137,134394,26878,F,Y,215,94.8006971,Continuing
90261,387678,00:00.0,LUMSUM,CHEQUE,ONGOING,13,2422659.332,112045,8618,M,Y,523,281.1161907,Continuing
90262,387681,00:00.0,SIP,CHEQUE,ONGOING,1,2572.5715,8312,8312,M,N,151,0.309500902,Continuing
90263,387683,00:00.0,SIP,CHEQUE,ONGOING,4,19004.8118,136,34,M,Y,555,558.9650529,Continuing
90264,387685,00:00.0,SIP,CHEQUE,ONGOING,3,316042.0457,208935,69645,M,N,151,4.537900003,Completed
90265,387686,00:00.0,SIP,CHEQUE,ONGOING,4,303582.1875,185491,46372,F,N,151,6.546670135,Continuing
90266,387689,00:00.0,SIP,CHEQUE,ONGOING,1,1044.3659,10879,10879,F,N,131,0.095998336,Continuing
90267,387690,00:00.0,SIP,CHEQUE,ONGOING,2,420061.0702,64580,32290,M,N,151,13.00901425,Continuing
90268,387691,00:00.0,SIP,CHEQUE,ONGOING,1,13882.3713,91086,91086,M,N,123,0.152409495,Completed
90269,387692,00:00.0,LUMSUM,CHEQUE,ONGOING,2,493492.1461,69009,34504,F,N,151,14.30246192,Continuing
90270,387693,00:00.0,SIP,CHEQUE,ONGOING,2,315409.6134,187860,93930,F,N,151,3.357921999,Completed
90271,387694,00:00.0,SIP,CHEQUE,ONGOING,1,2297.9092,1086,1086,M,N,351,2.11593849,Continuing
90272,387695,00:00.0,LUMSUM,CHEQUE,ONGOING,10,7880868.215,100153,10015,M,N,155,786.9064618,Continuing
90273,387696,00:00.0,SIP,CHEQUE,ONGOING,12,2250661.034,452016,37668,M,N,152,59.7499478,Continuing
90274,387697,00:00.0,SIP,CHEQUE,ONGOING,1,147917.2877,93818,93818,M,N,151,1.576640812,Completed
90275,387698,00:00.0,SIP,CHEQUE,ONGOING,8,2487337.737,389137,48642,M,N,152,51.13559758,Continuing
90276,387700,00:00.0,SIP,CHEQUE,NFO,8,2186052.315,350657,43832,M,N,152,49.873433,Continuing
90277,387701,00:00.0,LUMSUM,CHEQUE,ONGOING,9,3099145.8,136469,15163,M,N,153,204.3886961,Continuing
90278,387702,00:00.0,SIP,CHEQUE,ONGOING,1,141621.1646,90984,90984,M,N,151,1.556550213,Completed
90279,387703,00:00.0,SIP,CHEQUE,ONGOING,1,101108.1778,88152,88152,M,N,151,1.146975427,Completed
90280,387704,00:00.0,SIP,CHEQUE,ONGOING,12,2709786.244,475189,39599,M,N,152,68.43067361,Continuing
90281,387706,00:00.0,SIP,CHEQUE,ONGOING,1,120249.8876,91740,91740,M,N,151,1.310768341,Completed
90282,387707,00:00.0,SIP,CHEQUE,ONGOING,1,11235.4831,2046,2046,F,N,151,5.491438465,Continuing
90283,387710,00:00.0,SIP,CHEQUE,ONGOING,1,57758.7019,77828,77828,M,N,151,0.742132676,Completed
90284,387711,00:00.0,LUMSUM,CHEQUE,ONGOING,3,483180.8513,275777,91925,M,N,151,5.256250762,Completed
90285,387712,00:00.0,SIP,CHEQUE,ONGOING,1,7726.1077,42804,42804,F,N,141,0.180499666,Continuing
90286,387713,00:00.0,SIP,CHEQUE,ONGOING,1,54526.819,28794,28794,F,N,151,1.893686844,Continuing
90287,387715,00:00.0,SIP,CHEQUE,ONGOING,1,2285.7539,395,395,M,N,351,5.786718734,Continuing
90288,387717,00:00.0,SIP,CHEQUE,ONGOING,1,25020.7833,555,555,M,N,352,45.08249243,Continuing
90289,439316,00:00.0,LUMSUM,CHEQUE,NFO,8,681073.7334,44148,5518,F,N,153,123.4276429,Continuing
90290,439317,00:00.0,SIP,CHEQUE,ONGOING,2,79991.8717,141027,70513,F,N,151,1.134427293,Completed
90291,439333,00:00.0,SIP,CHEQUE,ONGOING,2,1194159.891,267979,133989,M,N,151,8.912372591,Completed
90292,439334,00:00.0,LUMSUM,CHEQUE,NFO,1,660981.035,754,754,F,N,355,876.6326724,Continuing
90293,439336,00:00.0,LUMSUM,CHEQUE,ONGOING,2,255695.7465,2008,1004,M,N,354,254.6770383,Continuing
90294,439338,00:00.0,SIP,CHEQUE,ONGOING,4,323086.8566,26243,6560,F,N,152,49.25104521,Continuing
90295,439340,00:00.0,SIP,CHEQUE,ONGOING,1,2183.5394,3,3,M,N,555,727.8464667,Continuing
90296,439342,00:00.0,SIP,CHEQUE,ONGOING,1,162.8185,20524,20524,M,Y,111,0.007933078,Continuing
90297,439344,00:00.0,SIP,CHEQUE,ONGOING,15,407339.7164,208890,13926,M,N,152,29.25030277,Continuing
90298,439346,00:00.0,LUMSUM,CHEQUE,ONGOING,3,106219.2288,72144,24048,M,N,151,4.416967265,Continuing
90299,439348,00:00.0,SIP,CHEQUE,ONGOING,1,43715.9233,11113,11113,M,N,151,3.933764357,Continuing
90300,439349,00:00.0,SIP,CHEQUE,ONGOING,1,105550.5931,65768,65768,F,N,151,1.604892852,Completed
90301,439350,00:00.0,SIP,CHEQUE,ONGOING,3,362454.9233,202554,67518,M,N,151,5.368271028,Completed
90302,439373,00:00.0,SIP,CHEQUE,ONGOING,1,291254.6407,69089,69089,F,N,151,4.215644179,Completed
90303,439376,00:00.0,SIP,CHEQUE,ONGOING,1,6362.4384,1624,1624,F,N,251,3.917757635,Continuing
90304,439377,00:00.0,SIP,CHEQUE,ONGOING,2,127654.3457,126320,63160,M,N,151,2.021126436,Continuing
90305,439438,00:00.0,SIP,CHEQUE,ONGOING,1,25595.2368,69511,69511,F,N,111,0.368218509,Completed
90306,439441,00:00.0,LUMSUM,CHEQUE,NFO,2,23679.1667,13951,6975,M,N,151,3.394862609,Continuing
90307,439445,00:00.0,SIP,CHEQUE,ONGOING,1,11055.1456,4498,4498,M,N,151,2.457791374,Continuing
90308,439446,00:00.0,SIP,CHEQUE,ONGOING,2,340999.9132,133577,66788,F,N,151,5.105706313,Completed
90309,439460,00:00.0,SIP,CHEQUE,ONGOING,2,197771.6424,143851,71925,M,N,151,2.74969263,Completed
90310,439462,00:00.0,SIP,CHEQUE,ONGOING,2,8628.5785,117340,58670,F,N,141,0.147069686,Continuing
90311,439468,00:00.0,LUMSUM,CHEQUE,ONGOING,3,1284927.202,152404,50801,M,N,152,25.29334466,Continuing
90312,439478,00:00.0,SIP,CHEQUE,ONGOING,3,102823.6426,106933,35644,M,N,111,2.884739159,Continuing
90313,439479,00:00.0,SIP,CHEQUE,ONGOING,2,564001.8076,134525,67262,M,Y,324,8.385147745,Completed
90314,439481,00:00.0,SIP,CHEQUE,ONGOING,1,68725.8757,26196,26196,M,N,151,2.623525565,Continuing
90315,439484,00:00.0,SIP,CHEQUE,ONGOING,1,15983.6642,44777,44777,F,N,151,0.35696148,Continuing
90316,439487,00:00.0,LUMSUM,CHEQUE,ONGOING,1,447.6295,6305,6305,M,N,131,0.070995956,Continuing
90317,439495,00:00.0,SIP,CHEQUE,ONGOING,1,81858.0087,43589,43589,M,N,151,1.877951059,Continuing
90318,439496,00:00.0,SIP,CHEQUE,ONGOING,2,145471.1849,72149,36074,M,N,151,4.032577061,Continuing
90319,439571,00:00.0,LUMSUM,CHEQUE,ONGOING,19,10266423.76,434177,22851,M,N,154,449.2767828,Continuing
90320,439573,00:00.0,SIP,CHEQUE,ONGOING,1,84324.9363,101060,101060,M,N,151,0.834404673,Completed
90321,439578,00:00.0,SIP,CHEQUE,ONGOING,1,470340.5585,67341,67341,F,N,151,6.984460559,Completed
90322,439579,00:00.0,SIP,CHEQUE,ONGOING,4,288199.2717,136183,34045,M,N,151,8.465245167,Continuing
90323,439580,00:00.0,SIP,CHEQUE,ONGOING,4,42304.2753,194768,48692,M,N,455,0.868813672,Continuing
90324,439581,00:00.0,SIP,CHEQUE,ONGOING,5,1121172.697,176370,35274,M,Y,422,31.784677,Continuing
90325,439583,00:00.0,LUMSUM,CHEQUE,ONGOING,6,161672.0538,12290,2048,M,N,111,78.94143252,Continuing
90326,439585,00:00.0,SIP,CHEQUE,ONGOING,5,3417683.937,365517,73103,M,N,152,46.75162355,Completed
90327,439588,00:00.0,SIP,CHEQUE,ONGOING,3,109562.8473,29538,9846,M,N,151,11.12765055,Continuing
90328,439594,00:00.0,SIP,CHEQUE,ONGOING,1,3685.0815,102,102,F,N,452,36.12825,Continuing
90329,439600,00:00.0,SIP,CHEQUE,ONGOING,15,1581683.214,452497,30166,F,Y,354,52.43264648,Continuing
90330,439601,00:00.0,SIP,CHEQUE,ONGOING,1,10970.9504,62971,62971,F,N,141,0.174222267,Continuing
90331,439604,00:00.0,SIP,CHEQUE,ONGOING,9,1141069.51,221552,24616,M,N,152,46.35478997,Continuing
90332,439611,00:00.0,SIP,CHEQUE,ONGOING,1,10475.9712,1672,1672,M,N,251,6.265533014,Continuing
90333,439616,00:00.0,SIP,CHEQUE,ONGOING,1,123582.556,26227,26227,F,N,151,4.712035536,Continuing
90334,439618,00:00.0,SIP,CHEQUE,ONGOING,3,452223.016,129803,43267,F,N,151,10.45191522,Continuing
90335,439620,00:00.0,SIP,CHEQUE,ONGOING,8,67524.4724,242150,30268,M,N,151,2.230886494,Continuing
90336,439621,00:00.0,SIP,CHEQUE,ONGOING,2,103545.4151,123248,61624,F,Y,214,1.68027741,Continuing
90337,439622,00:00.0,SIP,CHEQUE,ONGOING,3,65306.5416,6396,2132,F,N,152,30.63158612,Continuing
90338,439623,00:00.0,SIP,CHEQUE,ONGOING,2,381177.1167,137836,68918,M,N,151,5.530878968,Completed
90339,439625,00:00.0,SIP,CHEQUE,ONGOING,1,896.9899,11,11,M,N,552,81.54453636,Continuing
90340,439765,00:00.0,SIP,CHEQUE,ONGOING,1,815278.5529,63353,63353,M,N,151,12.86882315,Continuing
90341,439867,00:00.0,SIP,CHEQUE,ONGOING,8,672928.2914,41493,5186,M,N,153,129.758637,Continuing
90342,440071,00:00.0,SIP,CHEQUE,ONGOING,1,391004.6507,205973,205973,M,N,151,1.898329639,Completed
90343,440072,00:00.0,SIP,CHEQUE,ONGOING,1,5534.1891,3077,3077,M,N,151,1.798566493,Continuing
90344,440073,00:00.0,SIP,CHEQUE,ONGOING,1,4223.1513,69242,69242,M,N,131,0.06099118,Completed
90345,440077,00:00.0,LUMSUM,CHEQUE,ONGOING,4,153731.0893,5110,1277,M,N,253,120.3845648,Continuing
90346,440081,00:00.0,SIP,CHEQUE,ONGOING,1,371741.1716,68566,68566,F,N,151,5.421654633,Completed
90347,440082,00:00.0,SIP,CHEQUE,ONGOING,1,2386.4053,792,792,M,Y,351,3.013138005,Continuing
90348,440085,00:00.0,SIP,CHEQUE,ONGOING,2,4589.7907,1582,791,F,N,111,5.802516688,Continuing
90349,440088,00:00.0,LUMSUM,CHEQUE,ONGOING,1,61154.1364,5360,5360,F,Y,111,11.40935381,Continuing
90350,440089,00:00.0,SIP,CHEQUE,ONGOING,1,8001.6968,1,1,F,N,555,8001.6968,Stopped
90351,440090,00:00.0,SIP,CHEQUE,ONGOING,2,12403.1682,1123,561,M,N,351,22.10903422,Continuing
90352,440091,00:00.0,SIP,CHEQUE,ONGOING,1,8001.6968,1,1,M,N,555,8001.6968,Stopped
90353,440092,00:00.0,SIP,CHEQUE,ONGOING,1,6868.1886,13,13,M,N,555,528.3222,Continuing
90354,440093,00:00.0,LUMSUM,DD,ONGOING,8,165658.0428,5028,628,M,N,354,263.7866924,Continuing
90355,440098,00:00.0,SIP,CHEQUE,ONGOING,5,15104.7831,3690,738,M,N,351,20.46718577,Continuing
90356,440100,00:00.0,SIP,CHEQUE,ONGOING,1,83689.3283,66550,66550,M,N,151,1.257540621,Completed
90357,440101,00:00.0,SIP,CHEQUE,ONGOING,17,3692475.632,336968,19821,M,N,153,186.2910868,Continuing
90358,440102,00:00.0,SIP,CHEQUE,ONGOING,1,2571.4625,788,788,F,Y,122,3.263277284,Continuing
90359,440103,00:00.0,SIP,CHEQUE,ONGOING,1,6506.4389,54890,54890,M,Y,141,0.118535961,Continuing
90360,440128,00:00.0,SIP,CHEQUE,ONGOING,3,135422.5554,198160,66053,F,N,151,2.050210519,Completed
90361,440130,00:00.0,SIP,CHEQUE,ONGOING,3,58286.9014,31739,10579,M,Y,522,5.509679686,Continuing
90362,440131,00:00.0,SIP,CHEQUE,ONGOING,2,598535.044,135028,67514,M,N,151,8.865347098,Completed
90363,440132,00:00.0,SIP,CHEQUE,ONGOING,10,897786.4747,142227,14222,M,N,152,63.12659786,Continuing
90364,440180,00:00.0,SIP,CHEQUE,ONGOING,7,1151610.057,565042,80720,M,N,151,14.26672518,Completed
90365,440187,00:00.0,SIP,CHEQUE,ONGOING,1,59363.8594,70846,70846,M,N,151,0.837928174,Completed
90366,440189,00:00.0,SIP,CHEQUE,ONGOING,2,8764.2945,67647,33823,M,N,151,0.259122328,Continuing
90367,440195,00:00.0,SIP,CHEQUE,ONGOING,3,6202.8522,15731,5243,F,N,151,1.183073088,Continuing
90368,440196,00:00.0,LUMSUM,CHEQUE,ONGOING,9,2184762.412,516278,57364,M,N,152,38.08594958,Continuing
90369,440199,00:00.0,SIP,CHEQUE,ONGOING,1,4596.3705,67298,67298,F,N,131,0.068298768,Completed
90370,440200,00:00.0,SIP,CHEQUE,ONGOING,1,65002.6739,89709,89709,M,N,151,0.724594789,Completed
90371,440214,00:00.0,SIP,CHEQUE,ONGOING,1,208413.1408,65481,65481,M,N,151,3.182803268,Completed
90372,440215,00:00.0,SIP,CHEQUE,ONGOING,2,53823.0456,109,54,M,N,555,996.7230667,Continuing
90373,440224,00:00.0,SIP,CHEQUE,ONGOING,9,1259058.539,264994,29443,M,N,152,42.76257648,Continuing
90374,440225,00:00.0,SIP,CHEQUE,ONGOING,2,73182.6515,75636,37818,M,Y,222,1.935127492,Continuing
90375,440230,00:00.0,SIP,CHEQUE,ONGOING,1,365520.1469,65355,65355,F,N,151,5.592841357,Completed
90376,440261,00:00.0,SIP,CHEQUE,ONGOING,1,606473.6878,67554,67554,M,Y,111,8.977613284,Completed
90377,440264,00:00.0,SIP,CHEQUE,ONGOING,1,221975.6107,65170,65170,M,N,151,3.406101131,Completed
90378,440355,00:00.0,LUMSUM,CHEQUE,ONGOING,2,86006.4636,14513,7256,M,Y,522,11.85315099,Continuing
